Date,Open,High,Low,Close,Adj Close,Volume
2009-05-18,5355.518066,6118.116211,5338.186035,6100.784180,3938.252197,5849
2009-05-25,5944.798340,5962.129883,5424.845215,5580.831055,3602.605225,10325
2009-06-01,5580.831055,5875.471191,5511.503906,5650.158203,3647.358154,7534
2009-06-08,5563.499512,6152.779785,5563.499512,5996.793457,3871.122559,16718
2009-06-15,5979.461914,5979.461914,5390.181641,5528.835938,3569.040771,11981
2009-06-22,5563.499512,5580.831055,5026.214355,5147.536621,3322.899902,9754
2009-06-29,5182.200195,5511.503906,5147.536621,5199.532227,3356.464355,16471
2009-07-06,5164.868652,5182.200195,4800.901367,4922.223633,3177.453613,19245
2009-07-13,4904.892090,5320.854492,4818.232910,5147.536621,3322.899902,11266
2009-07-20,5112.873047,5442.176758,5043.545898,5390.181641,3479.534912,15351
2009-07-27,5424.845215,5528.835938,5199.532227,5476.840332,3535.476318,5951
2009-08-03,5476.840332,6048.789063,5476.840332,5944.798340,3837.557861,8594
2009-08-10,5858.139648,5892.803223,5494.172363,5892.803223,3803.993896,14664
2009-08-17,5788.812500,5944.798340,5303.522461,5927.466309,3826.369873,46254
2009-08-24,6014.125488,6551.410156,5944.798340,6430.087891,4150.827637,131219
2009-08-31,6343.429199,6395.424316,5632.826172,5823.476074,3759.240234,34870
2009-09-07,5962.129883,5979.461914,5702.153320,5806.144043,3748.052002,12789
2009-09-14,5736.816895,5996.793457,5632.826172,5788.812500,3736.863770,48031
2009-09-21,5788.812500,5944.798340,5632.826172,5702.153320,3680.922119,9229
2009-09-28,5788.812500,5979.461914,5615.494629,5684.821777,3669.734619,12401
2009-10-05,5736.816895,6256.770020,5684.821777,6187.443359,3994.193115,39163
2009-10-12,6222.106445,6742.060059,6204.774902,6430.087891,4150.827637,30491
2009-10-19,6430.087891,6534.078613,6170.111328,6447.419922,4162.016113,11423
2009-10-26,6447.419922,6447.419922,5702.153320,5875.471191,3792.804932,34581
2009-11-02,5806.144043,6066.120605,5754.148926,5996.793457,3871.122559,9470
