"Vactual" "VARIMA" "Vest.RF" "Novo.actual" "Novo.ARIMA" "Novo.RF" "Carl.actual" "Carl.ARIMA" "Carl.RF" "FLS.actual" "FLS.ARIMA" "FLS.RF" "MAER.actual" "MAER.ARIMA" "MAER.RF"
"1" 0.0187765721536879 0.0247055627245848 -0.007355481 0.00543748877873726 -0.0158926784698026 0.014851276 0.00985649498823548 0.00116453554751396 0.003955902 0.0491803342074563 -0.00193572201472803 0.008827588 0.00491711006247818 -0.00136586728173592 0.0200391154447847
"2" 0.0277446022275631 -0.0110169694598285 -0.005670128 0.00238573401248559 -0.00066911452278812 0.013373942 0.0295592736481175 0.0011479149661184 0.00299393 0.0178123893558546 0.00327795827139985 0.011406679 0.0207951474391336 -0.0028222205129332 0.00451393274015163
"3" -0.000771095849477842 0.011837201344573 0.011636593 -0.0382418539539826 0.00362154736317977 0.011822531 -0.0108342365146579 -0.000322293229273117 0.000112577 0.0184220313630452 0.00410922492502115 0.003059808 -0.0161773824783259 -0.000112148562259502 0.0110745112235747
"4" 0.0497875936224803 0.00735853214311433 -0.002076141 0.0475170723642454 0.0223785077371625 0.011174403 0.034227976436143 0.00207999799851811 -0.002122846 -0.10642161250709 -0.00489392466138305 0.006795464 -0.00182704376101717 0.000629968009584104 0.00215684878774063
"5" -0.0555146951383176 -0.00704238297592283 -0.011160226 0.00630010505824901 -0.00416983738635476 0.012016465 0.0320358239122185 -0.000289955374374956 -0.002421499 0.0138327340699905 0.00178873551029846 0.011207135 -0.0378279426116759 0.00355189242247805 0.0105965625685116
"6" 0.078240569003759 0.0265035868788134 -0.019567537 0.0352167225269351 -0.00421947534153937 0.012308479 0.0228323521916059 -0.00109107527330325 0.009699065 0.0399334738941797 -0.00199569532086941 -0.005655299 0.0741914916761162 0.00459936800047885 0.00999213806252611
"7" -0.0126353699002906 -0.0202278212826498 -0.00707826 -0.0114907132362084 -0.0049377838694139 0.01523626 0.00351135369799202 -0.000733320227371518 -3.38646e-06 0.0451198932390976 0.00535099667173963 0.00478058 -0.0147579260031941 0.00162467851041342 0.0175348500061709
"8" -0.0131627971484879 0.0302293893841378 0.011854212 -0.00336502648339714 0.00341428413986082 0.009306586 0.00524876553659762 0.000847282353672911 0.006660551 -0.0214327987521833 0.00284172615626131 0.01977336 -0.00479329850101181 -0.00367952205216266 -0.00714049040087469
"9" -0.0296406296349442 -0.012842912055465 0.007018895 0.0096685128179563 0.0141991453667042 0.014757529 0.0231226860613947 0.0013611215043678 0.010651127 -0.0616396589866431 -0.00276377275593308 0.011466875 -0.0301024788996195 0.00350140941374282 0.00344394104315458
"10" 0.0691105221958339 0.0178460768076761 0.017915488 0.0183918744595237 0.00147256075130968 0.011576697 -0.00315904194708197 0.000242510912045955 -0.00770646 0.0633545463868384 -0.000796994795826178 0.003985781 0.0322782297729432 0.00400768407576976 0.00401669329745632
