Date,Open,High,Low,Close,Adj Close,Volume
2016-04-04,620.000000,640.500000,616.000000,626.000000,560.244995,1340331
2016-04-11,627.000000,628.000000,607.000000,626.000000,560.244995,1375731
2016-04-18,619.500000,649.000000,619.000000,637.500000,570.537048,936224
2016-04-25,632.000000,643.500000,627.500000,633.000000,566.509766,1158678
2016-05-02,635.000000,638.000000,620.500000,622.500000,557.112732,721826
2016-05-09,631.500000,649.500000,615.500000,630.000000,563.824829,2285761
2016-05-16,630.000000,637.000000,614.500000,628.500000,562.482422,890910
2016-05-23,627.500000,650.000000,625.000000,647.000000,579.039185,1127490
2016-05-30,649.000000,651.500000,637.500000,640.500000,573.222046,1062827
2016-06-06,638.000000,645.500000,615.500000,617.000000,552.190369,855827
2016-06-13,610.500000,616.000000,597.000000,598.000000,535.186218,1196475
2016-06-20,608.000000,627.500000,578.000000,604.000000,540.555969,1450637
2016-06-27,597.000000,647.000000,592.000000,647.000000,579.039185,1757416
2016-07-04,649.000000,652.000000,622.000000,635.500000,568.747131,1189217
2016-07-11,638.500000,651.000000,638.000000,642.000000,574.564392,1088532
2016-07-18,645.500000,654.000000,637.500000,654.000000,585.303894,936826
2016-07-25,654.000000,664.000000,653.500000,660.500000,591.121155,983518
2016-08-01,664.000000,666.500000,649.500000,656.000000,587.093872,861575
2016-08-08,653.500000,668.500000,640.500000,667.000000,596.938416,990308
2016-08-15,669.000000,681.000000,619.500000,628.500000,562.482422,2485024
2016-08-22,621.000000,634.500000,618.500000,625.000000,559.350098,1226228
2016-08-29,621.500000,642.500000,620.500000,642.000000,574.564392,1015227
2016-09-05,643.000000,646.000000,611.000000,612.000000,547.715637,1023290
2016-09-12,607.000000,618.500000,602.500000,607.000000,543.240845,966685
2016-09-19,609.000000,640.500000,606.500000,632.000000,565.614807,974287
2016-09-26,629.500000,641.500000,624.500000,632.000000,565.614807,956044
2016-10-03,638.500000,641.500000,610.500000,610.500000,546.373169,1051239
2016-10-10,615.000000,624.000000,604.000000,613.500000,549.058044,858461
2016-10-17,610.000000,633.500000,607.000000,631.000000,564.719788,914438
